Datum;Quelle;Firma;Ansprechpartner;Email;Telefon;PLZ;Ort;Land;Region;Event_Typ;Status;Notiz
2026-07-04;https://www.mv-kleinraming.at/impressumdatenschutz/;Trachtenmusikkapelle Kleinraming;;site@mv-kleinraming.at;;4442;Kleinraming;AT;Österreich;Vereinsfest;kontaktiert 2026-07-04;Zeltfest OÖ
2026-07-04;https://www.musikkapelle-roppen.at/impressum;Musikkapelle Roppen;Thomas Pfausler;obmann@musikkapelle-roppen.at;;6426;Roppen;AT;Österreich;Vereinsfest;kontaktiert 2026-07-04;Festtage Tirol
2026-07-04;https://www.musikkapelle-koenigswiesen.at/;Musikverein Königswiesen;Manfred Schinkinger;info@musikkapelle-koenigswiesen.at;0676 9659670;4280;Königswiesen;AT;Österreich;Vereinsfest;kontaktiert 2026-07-04;Mühlviertel
2026-07-04;https://zolliker-chilbi.ch/kontakt_meldungen/kontakt;Zolliker Chilbi-Verein;Monika Kistler;monika.kistler@zolliker-chilbi.ch;078 654 69 20;8702;Zollikon;CH;Schweiz;Zelt-Festbetreiber;kontaktiert 2026-07-04;Chilbi ZH
2026-07-04;https://www.musik-pieterlen.ch/kontakt;Musikgesellschaft Pieterlen;;h.sgier@bluewin.ch;;2542;Pieterlen;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-04;Bern
2026-07-04;https://mgwattwil.ch/impressum-der-musikgesellschaft-wattwil/;Musikgesellschaft Wattwil;Angelo Cemin;info@mgwattwil.ch;;9630;Wattwil;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-04;Toggenburg
2026-07-04;https://www.musikverein-muehlacker.de/impressum/;Musikverein Mühlacker e.V.;Paul Renner;vorstand@musikverein-muehlacker.de;;75417;Mühlacker;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Enz
2026-07-04;https://mvvaihingen.de/verein/impressum/;Musikverein Vaihingen/Enz e.V.;Gerd Wagner;info@mvvaihingen.de;07042 98663;71665;Vaihingen an der Enz;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Enz
2026-07-04;https://www.feuerwehr-eppingen.de/seite/impressum;Freiwillige Feuerwehr Eppingen;;info@feuerwehr-eppingen.de;07262 4780;75031;Eppingen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Feuerwehrfeste
2026-07-04;https://www.mveschenau.de/Impressum;Musikverein Eschenau e.V.;;vorstandsteam@mveschenau.de;015140312571;74182;Obersulm;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Garten-/Oktoberfest
2026-07-04;https://www.musikzug-oehringen.de/impressum.html;Musikzug TSG Öhringen;Lorenz Schwab;info@musikzug-oehringen.de;0160 8223249;74613;Öhringen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Hohenlohe
2026-07-04;https://www.musikverein-altheim-bauland.de/index.php/impressum;Musikverein Altheim e.V.;Fabian Mechler;info@musikverein-altheim-bauland.de;;74731;Walldürn;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Kirnautaler Fest
2026-07-04;https://www.mv-kirchheim.de/index.php/impressum;Musikverein Harmonie Kirchheim am Neckar e.V.;Ramona Seiz;ramona.seiz@mv-kirchheim.de;07143 3970521;74366;Kirchheim am Neckar;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;LK Ludwigsburg
2026-07-04;https://www.musikverein-oberharmersbach.com/impressum;Musikverein Miliz- und Trachtenkapelle Oberharmersbach e.V.;Stephanie Fritsch;stephanie_fritsch@web.de;07837 922186;77784;Oberharmersbach;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Kinzigtal/Ortenau
2026-07-04;https://www.narrenzunft-glottertal.de/impressum.html;Narrenzunft Glottertäler Triibl e.V.;Stefan Hoch;info@narrenzunft-glottertal.de;0172 6373900;79286;Glottertal;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Fasnet Schwarzwald
2026-07-04;https://trachtenkapelle-haeg-ehrsberg.de/kontakt;Trachtenkapelle Häg-Ehrsberg e.V.;Dirk Muckenhirn;info@tkhe.de;;79685;Häg-Ehrsberg;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Südschwarzwald
2026-07-04;https://www.musikverein-kadelburg.de/impressum;Musikverein Kadelburg e.V.;Diana König;vorsitzende@musikverein-kadelburg.de;07741 6982010;79790;Küssaberg;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Waldshut, Bezirksmusikfest 2026
2026-07-04;https://mvwettelbrunn.de/impressum/;Musikverein Wettelbrunn e.V.;Klaus Wenig;info@mvwettelbrunn.de;07633 500539;79219;Staufen;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Markgräflerland
2026-07-04;https://musikverein-eintuernen.de/impressum/;Musikverein Eintürnen e.V.;Thomas Stärk;vorstand@musikverein-eintuernen.de;07527 1819090;88410;Bad Wurzach;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Oberschwaben
2026-07-04;https://www.mv-kisslegg.de/impressum/;Musikverein Kißlegg e.V.;;info@mv-kisslegg.de;;88353;Kißlegg;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Allgäu
2026-07-04;https://www.mv-messstetten.de/impressum;Musikverein Meßstetten e.V.;Jochen Weier;vorstand@mv-messstetten.de;;72469;Meßstetten;DE;Baden-Württemberg;Vereinsfest;kontaktiert 2026-07-04;Zollernalb
2026-07-04;https://www.wildbachschuetzen-landshut.de/impressum;Wildbachschützen Landshut e.V.;Helmut Woisetschläger;info@wildbachschuetzen-landshut.de;0871 52641;84036;Landshut;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Schützenverein
2026-07-04;https://www.feuerwehr-deggendorf.de/impressum/;Feuerwehr Deggendorf e.V.;Tim Rothenwöhrer;info@feuerwehr-deggendorf.de;0991 29608112;94469;Deggendorf;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Niederbayern
2026-07-04;https://www.ffw-bernried.de/Sonstiges/Impressum/;Freiwillige Feuerwehr Bernried;Bernhard Lehner;vorstand@ffw-bernried.de;09905 705674;94505;Bernried;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Niederbayern
2026-07-04;https://stadtmarketing-neuburg.de/impressum;Stadtmarketing Neuburg an der Donau e.V.;Nils Lahn;info@stadtmarketing-neuburg.de;08431 5362100;86633;Neuburg an der Donau;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-04;Hofgartenfest
2026-07-04;https://pfaffenhofen.de/;ProWirtschaft Pfaffenhofen e.V.;;vorstand@prowirtschaft.info;08441 755105;85263;Pfaffenhofen a. d. Ilm;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-04;Unternehmernetzwerk
2026-07-04;https://www.deggendorf-pulsiert.de/der-verein/;Stadtmarketing Deggendorf e.V.;Lisa Peter;stadtmarketing@deggendorf.de;0991 29605050;94469;Deggendorf;DE;Bayern;Stadtfest-Kommune;kontaktiert 2026-07-04;Donaufest
2026-07-04;https://ff-altenerding.de/impressum/;Freiwillige Feuerwehr Altenerding;;info@ff-altenerding.de;;85435;Erding;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Feuerwehrfeste
2026-07-04;https://metzgerei-hafner.com/impressum/;Metzgerei Hafner (Festzeltbetrieb);;hafnerd@metzgerei-hafner.com;;85653;Aying;DE;Bayern;Zelt-Festbetreiber;kontaktiert 2026-07-04;Festzelt/Partyservice LK München
2026-07-04;https://www.amc-sulzbach-rosenberg.eu/impressum/;AMC Sulzbach-Rosenberg e.V.;;info@amc-sulzbach-rosenberg.de;;92237;Sulzbach-Rosenberg;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Oberpfalz
2026-07-04;https://feuerwehr-nabburg.de/index.php/kontakt;Freiwillige Feuerwehr Nabburg e.V.;;kassier@feuerwehr-nabburg.de;;92507;Nabburg;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Oberpfalz
2026-07-04;https://musikverein-volkach.de/impressum/;Musikverein 1867 Volkach e.V.;Harald Schmitt;vorstand@musikverein-volkach.de;09381 717107;97332;Volkach;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Unterfranken
2026-07-04;https://www.escherndorf.de/kontakt;Wein- und Tourismusverein Escherndorf;Irmi Endres;info@escherndorf.de;09381 4216;97332;Volkach;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Weinfest
2026-07-04;https://www.wasserrose-herrieden.de/Impressum.html;Fischereiverein Wasserrose Herrieden e.V.;Bernd Nitsche;info@wasserrose-herrieden.de;09825 1209;91567;Herrieden;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Mittelfranken
2026-07-04;http://www.fsv-badwindsheim.de/impressum/;FSV Bad Windsheim e.V.;Tobias Ackermann;info@fsv-badwindsheim.de;;91438;Bad Windsheim;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Sommerfest
2026-07-04;https://www.mv-fb.de/info/impressum.html;Musikverein Forchheim-Buckenhofen e.V.;Christian Libera;christian.libera@mv-fb.de;;91301;Forchheim;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Kirchweih
2026-07-04;https://www.feuerwehr-naila.de/;Freiwillige Feuerwehr Stadt Naila e.V.;;info@feuerwehr-naila.de;09282 979060;95119;Naila;DE;Bayern;Vereinsfest;kontaktiert 2026-07-04;Oberfranken
2026-07-04;https://sv-maulsbach.de/;Schützenverein Maulsbach e.V.;;info@sv-maulsbach.de;02686 8488;57635;Hirz-Maulsbach;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-04;Westerwald
2026-07-04;https://blaskapelle-ettringen-eifel.de/impressum/;Blaskapelle Ettringen e.V.;Alexander Schuster;info@blaskapelleettringen.de;02651 2494;56727;Sankt Johann;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-04;Vordereifel
2026-07-04;https://schuetzen-st-arnual.de/Impressum/;Schützenverein St. Arnual 1958 e.V.;Jürgen Hirsch;1.Vorsitzender@schuetzen-st-arnual.de;;66119;Saarbrücken;DE;Rheinland-Pfalz/Hessen;Vereinsfest;kontaktiert 2026-07-04;Saarland
2026-07-04;https://weinfest-nennig.de/impressum/;Weinfest Nennig (Karl Fuchs);;info@weinfest-nennig.de;06866 274;66706;Nennig;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-04;Moselweinfest, Festzelt Livemusik
2026-07-04;https://wino-ockenheim.de/impressum/;WinO - Wir in Ockenheim e.V.;;info@wino-ockenheim.de;06725 2442;55437;Ockenheim;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-04;Kerb + Rocknacht
2026-07-04;https://www.brauchtumsverein-forst.de/hp/impressum/;Verein für Brauchtum u. Dorfverschönerung e.V. Forst;;vorstand@brauchtumsverein-forst.de;06326 3935578;67147;Forst;DE;Rheinland-Pfalz/Hessen;Zelt-Festbetreiber;kontaktiert 2026-07-04;Weinkerwe
2026-07-04;https://giessen-entdecken.de/impressum/;Gießen Marketing GmbH;Frank Hölscheidt;redaktion@giessen-entdecken.de;0641 3061880;35390;Gießen;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;kontaktiert 2026-07-04;Stadtfest Gießen
2026-07-04;https://www.marburg-liebe.de/impressum.html;Stadtmarketing Marburg e.V.;;stadtmarketing@marburg-liebe.de;06421 4807630;35037;Marburg;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;kontaktiert 2026-07-04;Stadtfeste
2026-07-04;https://www.main-ruesselsheim.de/impressum;Stadtmarketing Rüsselsheim;;redaktion.stadtmarketing@ruesselsheim.de;;65428;Rüsselsheim am Main;DE;Rheinland-Pfalz/Hessen;Stadtfest-Kommune;kontaktiert 2026-07-04;Stadtfeste
2026-07-04;https://www.mv-windhag.at/;Trachtenmusikkapelle Windhag;Stefan Loibl;loiblsteff@gmx.at;0676 83683525;3340;Waidhofen an der Ybbs;AT;Österreich;Vereinsfest;kontaktiert 2026-07-04;Zeltfest 2026 NÖ
2026-07-04;https://www.villacherkirchtag.at/impressum/;Stadtmarketing Villach GmbH (Villacher Kirchtag);Pierre Bechler;kirchtag@villach.at;04242 46600;9500;Villach;AT;Österreich;Stadtfest-Kommune;kontaktiert 2026-07-04;Villacher Kirchtag
2026-07-04;http://www.musikkapelle-kalsdorf.at/impressum/;Musikkapelle Kalsdorf;Hannes Karpjuk;mail@musikkapelle-kalsdorf.at;;8401;Kalsdorf bei Graz;AT;Österreich;Vereinsfest;kontaktiert 2026-07-04;Steiermark
2026-07-04;https://www.musikkapelle-ischgl.at/impressum.html;Musikkapelle Ischgl;Dietmar Walser;info@musikkapelle-ischgl.at;0650 2006520;6561;Ischgl;AT;Österreich;Vereinsfest;kontaktiert 2026-07-04;Tirol
2026-07-04;https://www.mgballwil.ch/impressum/;Musikgesellschaft Ballwil;Michael Oehen;michael.oehen@bluewin.ch;079 645 44 48;6275;Ballwil;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-04;Luzern
2026-07-04;https://www.mgaffeltrangen.ch/Kontakt/;Musikgesellschaft Affeltrangen;Nadine Weber;nadine.weber86@bluewin.ch;;9556;Affeltrangen;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-04;Thurgau
2026-07-04;https://www.harmonie-biberist.ch/kontakt;Harmonie Biberist;;info@harmonie-biberist.ch;;4562;Biberist;CH;Schweiz;Vereinsfest;kontaktiert 2026-07-04;Solothurn
